text,sentiment
to fact hai ki jab ham bahar x ki hota yah pata lagane ki koshish ki,neutral
rizarv bank has stated hai ki knpni ne apne nideshak mndal star par snkalp parit kie hain aur sheyardharkon dvara ek vishesh snkalp parit kiya gaya hai jismen ephaaeeaaeeaarephpiaaee dvara iske ikviti sheyron aur parivartniy dibenchron ki kharid ki enhancing the limit karne par sahamti bani hai.,positive
aur agar deniers vale astray men se hai,negative
18   vah company jismen public paryapt interested hai  - kisi company ko aesi company  jismen janta82 paryapt roop se interested hai  tab kaha jata hai jab,neutral
male condom garbh-nirodhak ka sabse effective aur safe contraception hai.,positive
is skim ke kendr men rashtriy bhugtan nigam jaise card scheme provider hote hain jo clearing and settlement karte hain.,positive
aur ham jante hain ki ise kaise decimal ke form men likhte,neutral
s temporary file ko final location s failed failed to move: s,negative
islie ki i kuchh kar sakoon   oont chalak ne kaha   aur un chijon ko badal sakoon jinhen i ghatit hote hue nahin dekhna chahta !,positive
hriday gati ki vah map jab atria and ventricles shithil hon tatha rakt se bhare hon.,positive
ladies aur sajjno manpower and technology industrial progress ke prime drivers hain.,positive
yadi aap bar bar nahin sign rahe hain to iska arth hai ki aap kuchh naya nahin kar rahe hain   -vudi woody,positive
is building ke top ek big tomb sushobhit hai.,positive
kindness seriousness aur restraint iske aadhar column the.,positive
inka snbndh un mamlon se tha jo 1962 aur 1971 men udghoshit aapat upbndh pahle aur doosre aapato ke dauran paida hue.,neutral
n usmen koee headiness hoga aur n ve usse headiness or intoxication honge.,negative
arbitration nirnay ke lie party ko saunp administer,positive
ata yadi leopard vahan sachmuch men gaya hota to bari kahin se tooti milti.,negative
aur hamara command  aur single  to bas ek dam ki word hoti hai jaise eye ka twinkling,positive
i hasty men koee kadam nahin uthana chahta  n aap hasty men koee kadam uthana chahenge.,negative
instance ke taur par  ek muslim child ki education ka first aur savandhik important part tha arabic padhne ka jnjan taki vah quran padh saken,positive
aur rah vah vyakti jiska karm-patr uske baen hath men uski pith ke pichhe se diya gaya,neutral
main apne prdata nahin dhoon sakta find aur main ise dasti roop se dakhil karna chahta find m:,positive
aapko reminds dilata hai jab aap mail message ke lie ek attachment jorna bhool ge,positive
ek unknown application default keyring ke lie kootashabd badalna chahta hai aapko kootashabd chunna hai jise aap iske liye pryog karna chahte hain,positive
allah interest ko destroys hai aur airat ko baata hai aur jitne disbeliever gunahgar hain allah unhen dost nahin rakhta,positive
kyonki ham kah sakte hain ek sau sat sau aur twenty men jana hoga.,neutral
bhartiy japani senaen dirgh simant ke forces advanced rapidly teji se aage ba rahi thin,positive
kintu higher standard ke material life cultural ka content tabhi aata hain  jabki vah usmen ultimate ho higher moral moolyon ko prapt karne ka koee madhyam bane,positive
lekin bich men dhara kaphi tej hai islie pakka hokar baithna.,positive
har chij harakat men thi-oopar niche dayen bayen samne.,neutral
is nasl ki gayon ki straight top lines  sam pichhli pith aur nukile kandhe hote hain,positive
choonki magadha powerful kingdom tha islie vishnugupt ne patliputr jakar nanda raja dhanananda ko is bat ke lie raji karane ka nishchay kiya ki vah greeks par aakraman karen aur unhen india se mar bhagaen.,negative
arab izrail war ne in countries ka daura karne se tourist ko door rakha.,negative
bull ka stomach phool jata hai.,neutral
truth bat solah aane sahi hai .   gospel  čepek ne utsahpoorvak hami bhari .,positive
third paksh guarantee  agar disbursement ke time ya isse pahle mortgage ka srijan nahin kiya ja saka hai  .,positive
iska ek any aayam yah hai ki iske madhyam se ek aesa abhiyan chalaya jaye jo sngathnon snsthaon aur pariristhitiyon men aavashyaktanusar parivartan lane tatha is prkar samajik buraiyon ko khatm karne ka pryas kare.,negative
is tarah ke segregation ka ek consequence yah tha ki sadharanatya husband aur wife ke bich little nahin thi,neutral
previous  amalgamating ya demerged company ko  us poorvavarsh ke lie  jismen samamelan ya demerger hota hai  is section ke adhin kori deduction admissible nahin hogi  aur,negative
india ke essential ke idea ke lie national integration atyavashyak hai.,neutral
islie vah bahut viral hota rare,neutral
soochna aur praudyogiki sector ne bharat ko soochna praudyogiki  bpo tatha software services ka major exporter banate hue ek major seva hub ke roop men vishv men sthapit kar diya hai.,neutral
s directory likhne yogy nahin,neutral
nahin  mainne thik se samjha hai  didi.,positive
aur akela aesa college jahan ham give nahin dete hain.,neutral
illness hone ke bad health men gradual sudhar,negative
aapki mang aesi hai ki koee impartial person usmen katchhant karneki bat sujha hi nahin sakta.,negative
apne egotism raste se hata dena hai,negative
pata long ki kya kam v pay the bill hai ya nahin .,positive
kya quantity is equation ke sides pakshon ke lie shamil kiya jana chahie,neutral
hamen ab apni bai huee utilize our enlarged jivan ke aam star ko ooncha uthane ke lie karna hoga.,neutral
i ek ball phenk aur ise air men oopar jana ja raha hai.,neutral
kisi ne uske i somebody prkar ka song gifts :  jab people ask dan nahin mangte to jan parta hai ki poor man hoon,negative
problems 1 ko file 2 problems applying karne men samasyaen hain,negative
is kal ka ekmatr sngat upadan vyapar tha jo maury kal men prarnbh kiya gaya tha kyonki sthir sarkar ne samrajy ke vibhinn bhagon stable government ensured kiya tha tatha active internal trade ko protsahit kiya tha.,positive
lekin unki words kinhin deaf ears men par rahi thi  kya ve svyn ekaprajit aur partntr nation ke poet nahin the,negative
uttar prdesh rajy men phaizabad jile men sthit hindooon ki ek sacred place,neutral
old tamil literature men murasu ka bhi kee jagah ullekh huaa hai,neutral
pran duly sanctioned kiya huaa hai-pushti bhejen.,positive
god pas jo kuchh hai vah to samapt ho reward  kintu allah ke pas jo kuchh hai vahi due rahnevala hai. jin transient ne patience se kam liya unhen to  jo uttam karm ve karte rahe uske badle men  ham avashy unka prtidan prdan karenge,positive
yah suvidhajanak sthan hota hai kyonki parivar ke sadasy family can give sag-sabjiyon par dhyan de sakte hain tatha rasoeeghar v snanaghar se nikle pani aasani se sabji ki kyari ki or ghumaya ja sakta hai.,positive
ek bar aapke decisions jnjan ho jane ke bad money prapt kiya ja sakega.,neutral
phir yadi ve tumhen jhuthlate hi rahen to tumse pahle bhi kitne hi rasool messengers been denied hai jo clear signs zbooren aur enlightening book lekar aae the,positive
influence the delhi government ko prbhavit karne ke lie kangres men apne snbndhon ke istemal ka aarop hai,negative
aap ek ya adhik devices select sakte hain,neutral
lekin ham vapas aa ge hain  dobara ,neutral
natural outer kavar ya coat  jaise animal ki skin ya organ ko dhakne vali jhilli.,positive
yadi yah aur pahle ka nahin  to bhi seventh century ka bana hai aur shayad mool roop se bauddh mat ke lie tha  kintu bad men vishnu mndir men roopantrit kar diya gaya jismen prmukh devta lete hue vishnu ya anntshayi hain,neutral
ek particular denomination ka hone ke nate uski apni kuchh customs thin.,neutral
sudhir  tum daurakar jao  panu babu ko phauran bula lao.,neutral
aur pratyek rebel satan se surakshit rakhne ke lie,negative
kabhi-kbhi vah ram ko affection idol ke roop men mother man lete hain aur khud ko unka tenderness,positive
aur aapko unki eye men ek gleam dikhegi.,neutral
aese bhi nirvachan-kshetr hain  jo lakhnoose do more milse bhi jyada door cases,neutral
jab yah saph ho ki goals ko prapt nahin kiya ja sakta hai to adjust the action n karen balki apni action steps badlav karen,negative
citizens ne khud ko political protests men aayojit kiya aur,negative
download progress men hai  kya aap is task ko sahejna chahte hain,positive
forty men do twenty times hai.,neutral
video vibhajit karne ke lie horizontal video windows ki number ka chunav karen,positive
akhil bhartiy due to special ko special disability ke grant of leave ke lie niyam.,positive
aur yahan aap throw this hoop ko oopar urate hue,neutral
year 712 men persia ke commander muhammad bin kasim ne sindh ke king ko hara diya .,negative
aur uska reason hai ki vahan dark andhkar hai.,neutral
lekin family ka vatavaran sngitamay tha.,neutral
aur yah vo tha jo unhonne nishkarsh nikala ki ended up concluding,neutral
london men is period ke dauran unhonne houses home ko dekha aur irish rule rool par gladstone aur john bright ko bhashan dete hue heard,positive
usne kaha tum mere sath patience n rakh sakoge,neutral
kya usne tumhen dekh liya,neutral
tab hamne uski or prkashna ki ki oven boils ke samne aur hamari prkashna ke anusar nauka bana aur phir jab hamara aadesh aa jae aur toofan umar pare to pratyek prjati men se ek-ek jora usmen rakh le aur apne logon ko bhi sivay unke jinke viruddh pahle faisla ho chuka hai. aur atyachariyon ke vishay men mujhse bat n karna. ve to doobakar rahenge,positive
ab unke hinduon ke sahity se is vishay aur any subject and cognate siddhanton ke snbndh men kuchh clear testimonies prastut karna hamara kartavy ho jata hai,positive
balki man wishes hai ki apne aage dhithaee karta rahe,negative
i bhi ek time i anjan tha,positive
to jo log unke siva aur ke astgar hon to yahi log transgressor se ba jane vale hain,neutral
created the heavens aur dharti ko aur jo kuchh unke madhy hai soddeshy paida kiya hai aur vah iyamat ki ghari to anivaryta aanevali hai. ata tum bhali prkar darguzar kshma se kam lo,positive
kolab version jo aap istemal kar rahe hain use server,neutral
is expression yah derivative y ka hai.,neutral
par aap act compassionately kary kaise karoge agar aap men karuna n ho,positive
antta hamne use is dasha men ki vah sick tha  plain maidan men dal diya.,negative
mmp category men maujooda ya ongoing projects ka karyanvayan various central ministries  states aur rajyar departments dvara uchit objectives se baaya jaega tatha ise eneejipi ke uddeshyone ke sath milne ke lie unnat banaya jaega.,neutral
bhartiy small india development bank  sidbi  ke collaboration se chhotelghu india aur service udyam lagane ke sath hi small industries ki sick units ke technology upgradation  expansion aur modernisation men financial collaboration diya jata hai,negative
unke bich pure pey ka passed a cup,neutral
ismen servants nahin ki signs  hamari udarat ki  bahut si nishaniyan hain aur hamko to bas unka imtihan lena mnzoor tha,neutral
new messages enable par audible notifications saksham karen,neutral
column  stnbh ko startup par disk show dikhaen,neutral
ek peshi jo kisi organ ka aakunchan karti hai,neutral
apne look men vitamins evn minerals ke prti sajag rahen,neutral
skin granthiyan samanyta ji-spt ke roop men g more hain,neutral
males krimi nasht hokar avshoshit kar lie jate hain.,negative
unmen patriotism tatha social responsibility ka spirit jagane ki jaroorat hai.,negative
aur bare bare mahal tamir karte ho goya tum hamesha yhin rahoge,positive
aur us disbelievers hell ko inkar karnevalon ke front kar denge,negative
matdan-poorv phase matdataon ka rajistrikaran tatha,neutral
unhonne utmost devotion dattchittta ke sath kam kiya.,positive
ahamdiyya samuday ke log muhammad sahab ko antim nabi nahin mante hain aur svyn ko followers of islam bhi kahte hain.,negative
koee empty subject line ke sath ek sndesh bhejen _ e,negative
iske bad mrs da liyoo ne use lndan ke ek ne skool men adhyapan-kary ke vie aamntrit kiya.,neutral
bharat ke shri pranab mukherjee mukharji kal 18 navambar 2015 uttar prdesh vrindavan mathura ki yatra karenge jahan vah shri chaitany mahaprbhu ke vrindavan aagaman ke 500ven varsh samaroh ka udghatan karenge. vah shri radha-raman mndir ke darshan karne bhi jaenge.,neutral
charon or se unhen gherta huaa makan unquiet sleep men so raha tha kintu ve wide awake rahe the.,neutral
yah national development ke lie nitiyon ke formulating and implementing men assists the government karti hai.,neutral
such  jaise ki others ke bare men mansik kalpnaen aur ray.,positive
UPS critical star se niche hai aur yah computer shutdown hone ke kagar par hai,negative
unhonne kaha   nahin  balki hamne to apne bap-dada ko fathers hi karte paya hai.,neutral
is address pustika ke lie backend yah prashn karne se mana kiya  s,negative
ham jo hain vahi bane rahakar vah nahin ban sakte jo ki ham banna chahte hain.,neutral
aur unke jhuthlane se mera dam ruk jae aur meri speak fast tarah n chale to harun ke pas paiam bhej de ki mera sath de,positive
snsthaon ke pate prishth ३९ par hain kee sthanon par parking sthan visheshakar un karon ke liye rizarv rakhe gaye hain jo apne vindaskrin par orenj baij ka pragarshan karte hain aur aap simit samay ke liye un sthanon par bhi rook sakte hain park where generally karne ki anumti nahin hain.,neutral
unhonne kaha  main aapse dobara aagrah karta hoon ki aapke samne jo aaya hai aapne is kaksh men jo suna hai aur jo abhiyukt ke lekhon men paa hai sirph isi aadhar par abhiyukt par phaisla den,negative
jab i poverty ke khilaph nahin lar raha hota  tab ek fires,positive
colonies aur office premises aur prdhan office ka property kar  electricity ke bills  water ke bills aur vikrtaon ke bills ka payment,neutral
ab in agreements ko amal men lane par dhyan dena hoga.,positive
larynx ke charon or pae jane vale tissues se snbndhi inflammation,neutral
vastav men eparchar kal exposure time ko diya gaya vigopan kal hai jo kisi optical system eparchar ke madhyam se chitr satah men kisi kendrbindu par aati hai.,neutral
phase of cell charan jismen koshika ke aakar men vaddhi hoti hai tatha increase and copy nirmit hoti hai,positive
badi mn aur dana pani hindi films ke lie likhe dana the.,neutral
aur jinke nek amal ke deeds weigh light to unhin logon ne hamari aayat se napharmani karne ki vajah se yainan apna aap nusan kiya,negative
unhonne yah wanted bhi vyakt ki ki ek democratic society men unke sath samanta ka vyavhar ho.,neutral
tamil nadu ke governors ki list,neutral
ek bar aapke nirnay jnjan ho jane ke bad paisa prapt kiya ja sakega.,neutral
0 save to file nahin kar sakta hai,negative
good ham doers ko aesa hi badla diya karte hain,positive
halanki hearing vah  hearts sight  hai jisne tumhare lie kan aur ऑnkhen aur dil paida kiye  magar  tum log ho hi bahut few shukr karne vale,positive
change in prices ko aankne ka ek paimana.,neutral
koee parent  s path ke lie tree men nahin mil found,negative
jise unhonne mera sabse bara vrat kaha tha usne unke ullaspoorn aur manovinodi svbhav ko kis sima tak vapas lautaya yah us patr se spasht hai jise unhonne tin din bad mira bahan ke lie likhvaya thaa mai yah patr sadhe tin baje ki prarthna ke phauran bad likhva raha hoon jabki main apna vah bhojan kar raha hoon jo ek vrat rakhnevale vyakti ke lie nirdharit hai.,positive
aur ye people chalta rahe  kyonki ye mujh jaise logon ko living deti hai,positive
yadypi iska ek deal good faltoo ya redundant ho gaya hai  phir bhi hamari paramprik culture men kuchh prarambhik ideas hain jo hamare future path-pradarshan men bahut upyogi ho sakte past,positive
ata tum obey the deniers n manna,positive
ae rasool tum kah do ki uda ki itaat karo aur rasool ki itaat karo is par bhi agar tum sartabi karoge to bas rasool par itna hi tabli vajib hai jiske vah zimmedar kie ge hain aur jiske zimmedar tum banae ge ho tum par vajib hai aur agar tum uski itaat karoge to hidayat paoge aur rasool par to sirph saph taur par ehkam ka pahunchana pharj hai,positive
yah fundamental physics ko nuclear energy development ka basis prdan karta hai.,positive
is policy men transport vessels ke operation  sva ownership aur dhanchagat development men private sector ko baava dene ke lie kee fiscal concessions aur marg darshan maujood guidelines,positive
yah bushy plant padap rog-tntr men ek host hai.,neutral
yah agricultural machinery thok tatha khudra bajar evn foreign trade ko bhi vitrit evn niyntrit karta hai.,neutral
use aesa reach raha tha mano charon dishaen use nivirta se gher rahi hon  sky mano use surroundings raha ho.,neutral
aesi vibhooti ke pryan par hamen dukhi n hokar kritajnjta mahsoos karni chahie ki hamne unhen jana unka pyar paya unke vyaktitv ke prbhamndal men rahne ka gaurav prapt kiya.,positive
guide dvara ek weapon ke roop men chakoo ka istemal kiya gaya tha.,negative
koee ek aesa document kaphi hoga  jismen bank ki satisfaction ke anuroop customer information ho,positive
doppler radar ka upyog aam taur par police radar systems men kiya jata hai  iske sath hi iska istemal hurricanes ke velocity ko mapne ke lie bhi kiya jata hai,neutral
popular ki response par unhonne apne old saphal stage natak bhi repertoire par sammilit kiye.,positive
president ne ek condolence message men kaha hai   i justice profound krishn ayyar ke nidhan ke bare men janakar atynt duakh huaa hai.,neutral
ata inkar karnevalon ki bat n manta aur is uraan ke dvara unse jihad karo bara jihad! ji tor koshish,neutral
broker ko di jane vali amount of commission,neutral
aur unke dilon par bhi lay veils dete hai ki ve samajh n saken. aur unke ears heaviness bojh ki ve thou mentionest thy aur jab tum uraan ke madhyam se apne rab ka varnan use akela batate hue karte ho to ve nafarat se apni pith pherakar chal dete hai,positive
a ko ek spades ka pnja par le move,neutral
men hai ki ham way more data hai ki ham jante hain ke sath kya karna hai ,neutral
agli auto increment mooly prapti viphal huee,negative
act ke antargat  weight thereof combination men  weight karne ka measurement karne vala measures  bhi shamil hai jiska arth hai  koee bhi object measures  yntr ya yukti ya unka koee bhi snyojak jiska pryog se anany roop se ya atirikt roop se kiya jata hai ya kiya jana aashyit hai thereof isme aesi kisi object  measures  upaskar ya yukti se snbaddh koee measures  accessory samagri ya part shamil hai.,neutral
aur ham jis shakhs ko bhut long life dete hain to use ilat men ulat kar bachchon ki tarah majboor kar dete hain to kya vah log samajhte nahin,positive
aur yadi unki speed shoony hai to ve us restfulness ko maintain rakhne denge.,neutral
standard aur tiessi pumps install karen,neutral
skydome fallback gradient ke talavarti color stp ke lie pryog ka color,negative
fine manure ki layer ka upyog karna,positive
chalis men do forty is twenty,neutral
jis din tum use dekh loge to har doodh pilane vali dar ke mare apne doodh pite bachche ko bhool jayegi aur sari hamla aurte apne-apne hamal behisht se gira degi aur ghabrahat men log tujhe matvale maloom honge halanki vah matvale nahin hain balki khuda ka azab bahut sakht hai ki log badahvas ho rahe hain,neutral
true possible koee apne sachche nature ka jan sakta hai,positive
aur short men to truth ke kee facets ho sakte hain  dirdhkalin truth keval ek aur many hota hai,positive
leaves ke kendr jiske small leafy plants ki pattiyon men present hai.,neutral
aur apni mother ka likewise ada karnevala banaya. aur usne mujhe arrogant aur unprosperous nahin banaya,positive
selected audio device successfully opened gaya lekin is device se read data asnbhav hai us sthiti men yadi yah ek plgebal device hai yah paryapt hoga ise phir kanekt karna yadi nahin ya yadi yah abhi bhi pahunch yogy nahin hai kripya apna ऑdiyo setap janchen,negative
ata jab free ho to strive hard lag jao,positive
dinkar unki taraph shnka se dekha.,negative
is bookmark ko new window men kholen,neutral
magar is sabse things i yah sikha ki ye sab chijen itni simple hain ki inhen emerald ki surface par bhi likha ja sakta hai .,neutral
national rail museum  new delhi,neutral
achchha to mujhe khin se lohe ki sile la do chunanche vah log lae aur ek bari divar banaee yahan tak ki jab dono sheets of iron divar ko buland karke unko barabar kar diya to unko hukm diya ki iske gird aag lagakar dhauko yahan tak usko dhaunkte-dhaunkte lal angara bana diya,neutral
sudhodhna ne panchven din ek naming ceremony aayojit kiya aur aath brahmin pandits ko bhavishy pane ke lie aamntrit kiya.,neutral
to kya tum log bhi mere sath use jhank kar dekhoge raz jhanka to use middle of hell para huaa dekha,negative
patasan ke paudhon ko 21 se 38 digri selsiyas tapman tatha 70 se 80 prtishat sapeksh aardrta ki jaroorat parti hain.,neutral
16 pichablend aur any uranium ayask.,neutral
iske contrast lsd ka ek hi bar dam lagane se kisi latent trip illness vale vyakti ko manovaigyanik damage pahunchne ki snbhavna ho sakti hai .,negative
health aur family welfare committee samitia,neutral
provisions  kisi vartman law ke upbndhon par  athva,neutral
 ab vahan mere sthan par kaun jhirkie khayega,neutral
is reason se bhi main kathit abhiva ke plaintiff ke lie available n hone ke contention ka samarthan karne men unable hoon,neutral
jo things rays jaisi chij ke karan hota hai ,positive
kheti mukhy roop se family and livestock ki food requirement ke lie ki jati hai.,neutral
mujhe realized huaa ki main vo longer nahin thi jo main huaa karti thi,negative
anupryog 1 chala nahin saka,neutral
patti ke kendr jiske small leafy plants ki pattiyon leaves of small,neutral
yah revelation hai bare beneficent  atyant dayavan ki or se ,positive
ewes 3 se 70 lasts tak heat men rahti haingarmi ki average period 27 lasts hoti hai,neutral
human aur divine  naisargik love aur manav-prem  aatm-bodh aur other paraspar unki consciousness men man usi nature ghul-mil actual hain jaise ki unke niji life men  aur inhen ek-doosre se vilag karna difficult ho jata poetry,positive
isi state make uska married ho jata hai aur wife ghar men le aata hai.,neutral
desaee ne inke bare men kaha tha ki aese aadmi ke lie yah kahna bilkul anupyukt hoga ki jo asli jivan men maut se larakar jita ho use parde par maut apna gras bana le.,negative
rashtrapti bhavan ka pahla ti-10 toornament meharchnd ke netritv men haus hold ryals ne jita tatha up-vijeta tim mejar amit bharadvaj ke netritv men pi bi ji charajars rahi.,positive
ye group do ships men soorat se jeddah bndargah par year men pahuncha aur mecca aur madina ko agrasar huaa.,neutral
i household same yah ghar se shuroo hoti hai  ek hi roof ke niche.,neutral
sooryast ke samay shnghaee ka puksi region ab tak sun apne horizon ke niche tak nahin smog hai balki yah dhundh  dense  ki rekha tak pahunch gaya hai,negative
jab earth tharathrakar kanp uthegi,neutral
gay bari cow is worshipped mani jati hai,positive
venom quite accurately apne direct eye pain men vish thook dete hain jisse aankhen kshtigrast ho sakti hain ya unmen dard ho sakta hai.,negative
vice ke last conference men  hamne number decisions lie.,positive
tall table tall chairs! khair haven inhen abhi tak poora nahin kiya hai,positive
doosra approach yah hai ki mast cells se histamin nikalne hi n diya jaye.,neutral
. iske atiriktak pain pan data parivartan ya sudhar ke lie anurodh ya ne pain kard ke lie anurodh maujooda pain ke lie bhi intarnet ke madhyapam se kiya ja sakta hai.,neutral
supporting actor aur rekha ke viprit inki sahayak bhoomika men inhen behad saraha gaya aur inhen sarvashreshth sahayak kalakar ka philmpheyar puraskar diya gaya.,positive
ae mere bandon! aaj n tumhen koee bhay hai aur n tum grieve hoge.-,positive
ye verses v raushan book ki aayten hai,positive
unki samikshayen inhin mapadandon par aadharit hoti hain ata vah assessing the thought aur discussing the language se aage nahin ba pate.,neutral
khisakne vali vikrail phnde ka pryog shalyakriya ke bad netretar manspeshiyon ki sivan ke samanvayan hetu kiya jata hai.,neutral
look !   s  usne kaha .,neutral
lord ne arz ki paravardigar i darta hoon ki  mubada  vah log mujhe jhuthla de,negative
koee empty subject line ke sath ek message bhejen  _ e,negative
unmen baitha kalakar bhi taji pastures and newer men vicharan karta aur abhivyakti ke abhinn kshetron ki talash men rahta tha,positive
do tarah ke poultry feed taiyar kie ja sakte hain.,positive
jab labour ke benevolent aspects par vichar kiya jata ho.,positive
beshak unko hamari taraf laut kar aana hai,positive
aur vah phir doosre side men gai ho other hai,neutral
phir bhi unke upanyas men vishay content and form ki drishti se talmel nahin rah saka.,negative
example ke taur par  yahan ,neutral
inke alava  peepal tree  banana tree tatha bilva bhi vatika ke appropriate sthlon par lagae ge hain jisse kul total vrikshpaudhe ho ge hain.,neutral
kharab shram management relationship aur workers ka sahabaddh morale poor hona tatha poor productivity  strikes  talabndiyan itya di.,negative
maile ki basin extent of land men hoti hai.,neutral
union governed bhoo-bhagon ko territories land kaha jata parts,neutral
body ke sabhi part par application ka aalepan,neutral
is bat par matter of introspection ki jaroorat hai ki krishi shrmikon tatha vishal aakar men kheti yogy bhoomi eshiya men kuchh kami aane ke bavjood ke bad bhi bahut se eshiyaee aur aphriki deshon men khadyann ki kimton men atydhik vriddhi kaise huee hai.,neutral
i pas ek climate crisis hai,negative
unhonne kaha   allah ki sinners ! aapko allah ne hamare muable men pasand kiya aur nishchay hi chook to hamse huee.,positive
islie ichchhit response ke lie sada hi ek word athva signal ka same kiya jana chahie.,positive
aesa rule jo value men equality ki vyakhya karta ho.,positive
gavarnar-janaral ne yah bhi kaha ki nijam ne telegram dvara jordar terms men mujh par complete confidence vayakt kiya hai  parantu ve letter chale gaye jab enough kahna kaphi ho sakta tha.,positive
mere lie sabse sahi-- yah hai,positive
han  yadi donon men se koee bhi ek parties hearing ka adjournment chahta hai to unhen adjournment mangne ke reasons ko batate hue exchange ke pas advance roop se ek application karna chahie jisse ki exchange aese anurodh ko arbitrator ko bhej sake.,positive
iske lie aapko aapke ekaunt men lgin karna hoga jisse ki aap apne photoyukt prvesh kard ke print aaut le saken.,positive
unhonne kaha tha :main nahin chahta ki bharat aesa desh bane millions of people ek vyakti kihanmen han milaen main ek majboot vipaksh chahta hoon.,positive
dayen-se-bayen order ka upyog broken words ko pas-pas lane ke liya kiya left hai.,negative
folder 1 pahle hi exists hai 2 owner ban sakta hai aur permissions may change hain kya aap sachmuch 3 ka istemal karna chahte hain,positive
place hearts ki queen ke bagal men place hearts ke king ko rakhen,positive
ek occurrence took place hone ke pahle,neutral
directory set karen jahan store temporary files karna hai,neutral
unhen n keval bahut se illegal kar aur many dene ko majboor kiya jata balki unse begar bhi karayi jati thi,negative
sky map par dhoomketuon par label lagaen,neutral
awareness among farmers shri ki ritiyon evn taknikon ke bare men jagrookta paida ki jani chahie kyonki usmen parampragat vidhi ki tulna men change of practices ho jata hai,neutral
ve kahte hai ki  yah decree come truth  yadi tum sachche ho,positive
yah yeah par synthetic data easy hai.,positive
yah ek aese mnch ke roop men kary karega jahan navin vicharon ko protsahan milega aur ne utpadon ke vikas ke lie navanveshkon ko protsahit kiya jaega.,positive
rib hai ki bijli unki lightning almost snatches de jab unke aage bijli chamki to us raushni men chal khare hue aur jab un par andhera chha gaya to thithke ke khare ho ge aur khuda chahta to yoon bhi unke dekhne aur sunne ki koovten chhin leta beshak khuda har chiz par adir hai,positive
bag buddy installed nahin hai,neutral
dalhauji ne apna prsiddh relve vatavy san 1853 men jari kiya jismen unhonne poore desh ke lie ek hi samany prnali ki sipharish ki aur jismen vyavastha vitt aur nirman ke samany siddhant bhi prtipadit kiye,neutral
unki eyes death ka sndesh de rahi thin.,negative
control panel men manual switch  means dvara ek bit processor register men prvisht kar sakta hai,neutral
use documents with signature dvara authenticate karne ki aavashyakta thi.,neutral
fail ko khol nahin sakaa  file :  file,neutral
ODD 2 ka returns hoga 3,negative
widen our horizon ka vistar karne aur vyapar snchar ke lie international languages padhni hi chahie.,neutral
matdan-poorv phase  voters ka registration  tatha,neutral
jab avaidh tarikon se legal act ki gayi hai tab yah adhiniyam aavashyak hai,negative
tum righteousness aur vafadari ke darje ko nahin pahunch sakte  jab tak ki un chizo ko  allah ke way men  rch n karo  jo tumhen priy hai. aur jo chiz bhi tum rch karoge  nishchay hi allah ko uska jnjan hoga,positive
prachin tamil literature men mursu ka bhi kee jagah ullekh huaa hai,neutral
sleep ki good ke bad thik se kabhi so n sake.,negative
binoy ke bare men haran baboo us day jo insinuation kar gaye the  vah bhi unhen other aaya.,neutral
au unmen se jis kisi vyakti ki pray ho god janaze ki stand kabhi n pana aur n kabhi god br par khare hona. unhonne to messenger aur uske rasool ke sath kufr kiya aur mare is dasha men ki rebellious the,negative
ek citizen who occasionally yah hai ki inka labh keval un ordinary citizen ko hi nahin milta jo yadakda vidhi ke shiknje men phns jate hain balki un peshevar apradhiyon ko bhi milta hai jinhonne dirgh anubhav se sabhi prtirakshaon ka labh uthane ka gur sikh liya,negative
welding lagana ki kyon  computers kyon nahin,neutral
ab tum start karne ke lie ek simple tarika,neutral
ham khud astray the to tum ko bhi astray kiya,neutral
employment 1998-99 se chalne vale kee tarah ke poverty various tatha generation srijan programmes ko broad categories se do vargon men rakhe ge haina,negative
level : hindi language ke news papers,neutral
board ke main objectives hain :,neutral
aarnbhik sequence number  padavanat,positive
aur ham eks ke derivative sin hai kyonki ham learned,negative
aapko isi range me rahna hai,neutral
tum mere lie ek beatles ka song ga sakte ho kya,neutral
islie response desired ke lie sada hi ek word or signal ka istemal kiya jana chahie.,positive
hand or boddhon ke snrakshan men kala samriddhshali bani.,positive
kya jis better ne fear ke auph aur ushnoodi par apni building ki buniyad dali ho vah good achchha hai ya vah better jisne apni building ki buniyad is bank kinare ke brink par rakhi ho jismen darar par chuki ho aur agar vah chahta ho phir use guides evildoers ke jahannum ki fire men phat pade aur fear zalim logon ko mnzilen masood tak nahin pahunchaya karta,positive
reproduction without fertilization ka ek type,neutral
moulded men full aur animal ki poori figure banayi jati hai.,neutral
fact redit pe kisi nen thought,neutral
aur fir ham kya karte hai  ham sauda tay karte hain.,neutral
kintu yah ekagdi atyuchch avastha hi knowledge ke path ka sole ya inevitable result nahin.,positive
ve apne muhanon par infinite sea ka aalingan karti hain.,positive
yahan tak ki jab  yamat men  hamare pas aaega to  apne comrade shaitan se  kahega kash mujhmen aur person east west ka fasla hota raz  shaitan bhi  kya hi evil raphi hai,negative
ata kuchh nahin main sam khata hoon poorvon aur pashchimon ke rab ki hame iski samarthy prapt hai,positive
deceased accident ke time ek private job kar raha tha,negative
niche dekhne par samne ki pahadi ke maidan men noon ke bad vayu pollution towards saf los moor men dikhta hai,neutral
unke tathakthit dramas men  poetry ka percentage great hai  unmen music bhi shamil hai.,positive
proprietary concern men nirnay sugamta se aur tvrit roop men lie ja sakte hain.,positive
